,path,column_indice
24127,"[nsubjpass, given, xcomp, using, dobj, hormone, appos]",3573
20627,"[prep_with, given, nsubjpass]",3574
16769,"[prep_with, given, nsubjpass]",3574
1838,"[nsubj, expression, nn]",3575
18642,"[prep_of, addition, prep_after]",3576
1076,"[prep_of, addition, prep_after]",3576
19177,"[prep_of, addition, prep_after]",3576
16763,"[advmod, inhibitor, prep_of]",3577
8911,"[advmod, inhibitor, prep_of]",3577
25316,"[appos, blocker, prep_of, current, appos]",3578
10147,"[agent, induced, partmod, production, amod]",3579
22366,"[nsubj, inhibits, dobj, transcription, amod]",3580
18602,"[prep_against, found, prep_in, cells, partmod, transfected, prep_with, constructs, partmod, resulting, prep_in, overexpression, prep_of]",3581
2495,"[prep_against, found, prep_in, cells, partmod, transfected, prep_with, constructs, partmod, resulting, prep_in, overexpression, prep_of]",3581
22993,"[nsubj, affects, dobj, activation, amod]",3582
27797,"[prep_of, transfer, dobj, catalyzes, nsubj]",3583
26631,"[nsubj, inhibits, dobj, function, amod]",3585
28061,"[nsubj, inhibits, dobj, function, amod]",3585
15421,"[nsubj, suppressed, dobj, synthesis, nn]",3586
10378,"[prep_with, increased, nsubj, levels, amod]",3587
28751,"[prep_with, increased, nsubj, levels, amod]",3587
23915,"[xsubj, interact, prep_with]",3588
17090,"[xsubj, interact, prep_with]",3588
19458,"[xsubj, interact, prep_with]",3588
11849,"[amod, pharmacokinetics, prep_on, polymorphisms, num]",3589
27803,"[nsubj, normalizes, dobj, levels, amod]",3590
14439,"[poss, effects, prep_on]",3591
5124,"[appos, molecule, nn]",3592
2436,"[nsubj, inhibited, prep_in, activity, nn]",3593
3848,"[amod, levels, nn]",3594
24139,"[amod, levels, nn]",3594
15733,"[amod, levels, nn]",3594
17309,"[amod, levels, nn]",3594
10185,"[amod, levels, nn]",3594
14526,"[amod, levels, nn]",3594
4476,"[nsubj, suppressed, dobj]",3596
15206,"[nsubj, suppressed, dobj]",3596
17573,"[nsubj, suppressed, dobj]",3596
15054,"[nsubj, suppressed, dobj]",3596
5275,"[nsubj, suppressed, dobj]",3596
7779,"[nsubj, suppressed, dobj]",3596
26046,"[nsubj, suppressed, dobj]",3596
24153,"[nsubj, suppressed, dobj]",3596
19807,"[nsubj, attenuated, dobj, expression, prep_of, iap, appos]",3598
21825,"[nsubj, attenuated, dobj, expression, prep_of, iap, appos]",3598
5301,"[prep_by, enhances, nsubj]",3599
21103,"[prep_by, enhances, nsubj]",3599
10720,"[amod, forms, prep_of]",3600
25311,"[nsubj, had, dobj, effects, prep_on, mrna, amod, immunoreactivity, prep_for, density, appos]",3601
5114,"[agent, inhibited, rcmod, expression, amod]",3602
14435,"[agent, inhibited, rcmod, expression, amod]",3602
5349,"[nsubj, suppressed, dobj, transcription, nn]",3605
18146,"[dobj, contain, nsubj]",3606
7478,"[dobj, contain, nsubj]",3606
8944,"[prep_of, levels, amod]",3607
1411,"[prep_with, labeled, nsubj, antibodies, num]",3608
1403,"[prep_with, labeled, nsubj, antibodies, num]",3608
1564,"[prep_with, labeled, nsubj, antibodies, num]",3608
1405,"[prep_with, labeled, nsubj, antibodies, num]",3608
1593,"[prep_with, labeled, nsubj, antibodies, num]",3608
6101,"[prep_with, labeled, nsubj, antibodies, num]",3608
1567,"[prep_with, labeled, nsubj, antibodies, num]",3608
581,"[prep_with, labeled, nsubj, antibodies, num]",3608
1399,"[prep_with, labeled, nsubj, antibodies, num]",3608
20989,"[nsubj, induce, dobj, phosphorylation, prep_of]",3610
9610,"[nsubj, induce, dobj, phosphorylation, prep_of]",3610
2017,"[nsubj, induce, dobj, phosphorylation, prep_of]",3610
10761,"[prep_of, effect, dobj, examined, prep_on, expression, nn]",3611
4373,"[prep_of, effect, dobj, examined, prep_on, expression, nn]",3611
1444,"[prep_of, effect, dobj, examined, prep_on, expression, nn]",3611
10743,"[prep_by, activity, prep_of, downregulation, nsubj, caused, prep_through, repression, prep_of, expression, prep_of, mrnas, prep_for, activator, appos]",3612
3282,"[prep_by, activity, prep_of, downregulation, nsubj, caused, prep_through, repression, prep_of, expression, prep_of, mrnas, prep_for, activator, appos]",3612
467,"[amod, phenytoin, amod, losartan, prep_including, drugs, dobj, metabolizes, nsubj]",3614
16502,"[partmod, controlled, prep_against]",3615
18834,"[partmod, controlled, prep_against]",3615
18045,"[prep_for, sites, num]",3616
24468,"[xcomp, respond, xsubj]",3617
24913,"[xcomp, respond, xsubj]",3617
20502,"[prep_of, effect, dobj, prevented, prep_on, expression, nn]",3618
22329,"[prep_of, effect, dobj, prevented, prep_on, expression, nn]",3618
26591,"[appos, one, prep_of, inhibitors, nn]",3619
14082,"[dobj, received, nsubj, patients, prep_with]",3620
22124,"[dobj, received, nsubj, patients, prep_with]",3620
15811,"[dobj, received, nsubj, patients, prep_with]",3620
5361,"[dobj, received, nsubj, patients, prep_with]",3620
21465,"[dobj, received, nsubj, patients, prep_with]",3620
21000,"[dobj, received, nsubj, patients, prep_with]",3620
19725,"[dobj, received, nsubj, patients, prep_with]",3620
28605,"[nsubj, induces, dobj, mrna, amod]",3621
21426,"[nsubj, induces, dobj, mrna, amod]",3621
24249,"[dep, inhibitors, dep]",3622
22603,"[dep, inhibitors, dep]",3622
6225,"[partmod, induced, agent]",3623
15374,"[partmod, induced, agent]",3623
23223,"[partmod, induced, agent]",3623
26701,"[dobj, immobilized, nsubj]",3624
19862,"[amod, account, appos]",3626
9684,"[agent, decreased, nsubjpass, expression, nn]",3627
3896,"[agent, decreased, nsubjpass, expression, nn]",3627
7384,"[agent, decreased, nsubjpass, expression, nn]",3627
26597,"[agent, decreased, nsubjpass, expression, nn]",3627
22110,"[agent, decreased, nsubjpass, expression, nn]",3627
20821,"[agent, decreased, nsubjpass, expression, nn]",3627
12669,"[prep_with, cleaved, nsubjpass]",3628
4473,"[prep_with, cleaved, nsubjpass]",3628
2567,"[prep_by, inhibit, xsubj]",3629
20721,"[advmod, affect, dobj]",3630
27991,"[partmod, induced, dobj, downregulation, prep_of]",3631
24689,"[partmod, induced, dobj, downregulation, prep_of]",3631
17594,"[nsubj, released, prep_from, deferentia, nn]",3632
26762,"[prep_of, influence, appos]",3633
28908,"[prep_of, influence, appos]",3633
4289,"[prep_of, influence, appos]",3633
17478,"[prep_of, influence, appos]",3633
921,"[prep_of, influence, appos]",3633
11627,"[amod, group, prep_in, higher, nsubj, concentration, nn]",3635
16773,"[amod, group, prep_in, higher, nsubj, concentration, nn]",3635
15636,"[appos, polymorphisms, amod]",3637
17360,"[prep_of, presence, prep_in, secreted, dobj]",3638
21241,"[nsubj, increased, dobj, protein, amod]",3641
1559,"[nsubj, bronchodilator, amod]",3642
21915,"[prep_of, administration, appos, inhibitor, amod]",3643
3628,"[partmod, hormone, appos]",3644
26154,"[rcmod, activity, amod]",3645
3038,"[nsubj, enhanced, dobj, secretion, nn]",3647
25543,"[nsubj, enhanced, dobj, secretion, nn]",3647
12125,"[prep_of, effects, prep_in]",3648
9549,"[prep_of, effects, prep_in]",3648
666,"[nn, administration, prep_to]",3649
16085,"[nn, administration, prep_to]",3649
2635,"[prep_to, sensitivity, nsubjpass, correlated, prep_with, level, prep_of, expression, prep_of, receptors, prep_for, factor, appos]",3650
13905,"[nsubj, causes, dobj, phosphorylation, prep_of]",3653
15988,"[amod, irinotecan, prep_of, combination, prep_with, investigate, dobj, modification, prep_of, factor, appos]",3654
5300,"[amod, irinotecan, prep_of, combination, prep_with, investigate, dobj, modification, prep_of, factor, appos]",3654
8065,"[prep_to, potentiated, nsubj]",3657
16461,"[prep_of, effects, dobj, mediates, nsubj]",3658
26564,"[nsubj, promoted, dobj, expression, amod]",3659
6366,"[nsubj, promoted, dobj, expression, amod]",3659
28479,"[nsubj, promoted, dobj, expression, amod]",3659
1813,"[nsubj, blocked, dobj, effects, prep_of]",3660
6273,"[nsubj, blocked, dobj, effects, prep_of]",3660
15155,"[prep_of, biotransformation, nsubjpass, catalyzed, agent]",3661
10413,"[prep_of, biotransformation, nsubjpass, catalyzed, agent]",3661
11543,"[dobj, inhibits, nsubj]",3662
27010,"[dobj, inhibits, nsubj]",3662
2884,"[dobj, inhibits, nsubj]",3662
29101,"[prep_to, restored, nsubj, inhibition, prep_of]",3664
7316,"[prep_after, decreased, nsubj]",3665
26342,"[nn, treatment, nsubj, caused, prep_in]",3666
10444,"[nn, treatment, nsubj, caused, prep_in]",3666
10445,"[nn, treatment, nsubj, caused, prep_in]",3666
333,"[xcomp, resistant, amod, cases, prep_in, report, dobj, treatment, prep_of, therapy, appos]",3667
10179,"[agent, inhibited, nsubjpass, production, amod]",3669
23885,"[nsubj, prevent, dobj]",3670
9019,"[nsubj, prevent, dobj]",3670
20667,"[nsubj, reduces, dobj, secretion, amod]",3671
5034,"[nsubjpass, metabolized, agent, cytochrome, appos]",3672
22123,"[amod, protein, nn]",3673
1154,"[amod, protein, nn]",3673
4848,"[agent, activated, nsubjpass, receptor, appos]",3675
18580,"[prep_with, cultured, nsubjpass]",3677
12661,"[prep_with, cultured, nsubjpass]",3677
16073,"[prep_with, cultured, nsubjpass]",3677
9695,"[nsubj, stimulate, dobj]",3680
28278,"[nsubj, stimulate, dobj]",3680
14739,"[nsubj, repressed, dobj, expression, prep_of]",3681
3798,"[nsubj, repressed, dobj, expression, prep_of]",3681
8150,"[nsubj, stimulate, dobj, activity, amod]",3684
1950,"[nsubj, stimulate, dobj, activity, amod]",3684
1529,"[nsubj, stimulate, dobj, activity, amod]",3684
22747,"[agent, influenced, nsubjpass, expression, nn]",3685
24575,"[agent, influenced, nsubjpass, expression, nn]",3685
5850,"[nsubj, caused, dobj, inhibition, prep_of, expression, nn]",3687
5724,"[dep, alpha, nn]",3688
25631,"[prep_with, allowing, prepc_in, evaluates, dobj, efficacy, prep_of, factor, appos]",3689
24762,"[nsubj, stimulates, dobj, expression, prep_of]",3690
12345,"[nsubj, stimulates, dobj, expression, prep_of]",3690
21743,"[nsubj, stimulates, dobj, expression, prep_of]",3690
4194,"[dep, ttx, agent, inhibited, nsubjpass, contractions, partmod, induced, agent]",3692
10466,"[dep, ttx, agent, inhibited, nsubjpass, contractions, partmod, induced, agent]",3692
2093,"[prep_of, administration, nn]",3693
9570,"[prep_of, administration, nn]",3693
2112,"[amod, treatment, nsubj, increased, dobj]",3694
21081,"[amod, treatment, nsubj, increased, dobj]",3694
16072,"[amod, treatment, nsubj, increased, dobj]",3694
12586,"[amod, treatment, nsubj, increased, dobj]",3694
13813,"[amod, treatment, nsubj, increased, dobj]",3694
23652,"[amod, treatment, nsubj, increased, dobj]",3694
10674,"[amod, treatment, nsubj, increased, dobj]",3694
11802,"[amod, treatment, nsubj, increased, dobj]",3694
17631,"[amod, treatment, nsubj, increased, dobj]",3694
13903,"[amod, treatment, nsubj, increased, dobj]",3694
1881,"[amod, treatment, nsubj, increased, dobj]",3694
25419,"[amod, treatment, nsubj, increased, dobj]",3694
7324,"[amod, treatment, nsubj, increased, dobj]",3694
3875,"[prep_with, treatment, nsubj, reduced, dobj, levels, prep_of, v, appos]",3695
13846,"[prep_with, treatment, nsubj, reduced, dobj, levels, prep_of, v, appos]",3695
5063,"[nsubj, increased, xcomp, circulating, dobj]",3696
13067,"[nsubj, increases, dobj, level, prep_of]",3698
11640,"[amod, activity, prep_from, derived, partmod, putrescine, agent, induced, nsubjpass, stimulation, prep_of, activity, amod]",3701
19959,"[amod, activity, prep_from, derived, partmod, putrescine, agent, induced, nsubjpass, stimulation, prep_of, activity, amod]",3701
29200,"[prep_of, determination, prep_for, ionization, partmod, chemical, amod]",3705
5711,"[prep_on, activation, nn]",3707
27882,"[prep_on, activation, nn]",3707
2645,"[prep_on, activation, nn]",3707
29453,"[nsubj, causes, dobj, inhibition, prep_of, activity, amod]",3708
5666,"[prep_with, expressed, dobj]",3709
20374,"[nsubj, stabilized, dobj, mrna, nn]",3710
3077,"[appos, protein, prep_of]",3711
7659,"[nsubj, increased, dobj, release, amod]",3712
24095,"[nsubj, increased, dobj, release, amod]",3712
14683,"[nsubj, increased, dobj, release, amod]",3712
16025,"[nn, adalimumab, dep]",3713
5508,"[appos, vincristine, prep_to, exhibited, ccomp, established, nsubjpass, line, partmod, expressing, dobj]",3714
20338,"[nsubj, stimulate, dobj, production, nn]",3715
3303,"[nn, sulfate, dep]",3717
3218,"[amod, production, dobj, regulates, nsubj]",3719
19896,"[nsubj, increase, dobj, concentration, prep_of]",3720
28804,"[nsubj, compound, prep_with, activity, prep_on, receptor, appos]",3721
28875,"[nn, synthesis, prep_in]",3724
8966,"[nn, synthesis, prep_in]",3724
19167,"[agent, phosphorylated, nsubjpass]",3725
2577,"[agent, phosphorylated, nsubjpass]",3725
13787,"[agent, phosphorylated, nsubjpass]",3725
17112,"[agent, inhibited, nsubjpass, phosphorylation, appos]",3726
19817,"[agent, inhibited, nsubjpass, phosphorylation, appos]",3726
10331,"[amod, group, prep_in]",3727
11402,"[amod, group, prep_in]",3727
16150,"[amod, group, prep_in]",3727
16980,"[amod, group, prep_in]",3727
11895,"[amod, group, prep_in]",3727
13645,"[amod, group, prep_in]",3727
4659,"[amod, group, prep_in]",3727
7945,"[agent, induced, partmod, gene, appos]",3729
29431,"[agent, induced, partmod, gene, appos]",3729
24706,"[prep_by, inactivation, nn]",3730
26185,"[prep_by, inactivation, nn]",3730
15117,"[nsubj, inhibits, prep, of, pobj]",3731
23628,"[prep_of, effects, prep_of]",3734
16748,"[prep_of, effects, prep_of]",3734
9539,"[prep_of, effects, prep_of]",3734
14429,"[prep_of, effect, prep_on, report, prep_on, expression, prep_of, adhesion, dep]",3735
6580,"[prep_of, effect, prep_on, report, prep_on, expression, prep_of, adhesion, dep]",3735
2037,"[prep_of, effect, prep_on, report, prep_on, expression, prep_of, adhesion, dep]",3735
10695,"[pobj, by, dep, by, pobj, inhibitor, amod]",3736
24086,"[pobj, by, dep, by, pobj, inhibitor, amod]",3736
13122,"[pobj, by, dep, by, pobj, inhibitor, amod]",3736
19761,"[amod, form, prep_of]",3737
18264,"[prep_of, effects, prep_on]",3738
29253,"[dep, inhibitor, prep_of]",3739
271,"[dep, inhibitor, prep_of]",3739
17239,"[dep, inhibitor, prep_of]",3739
3295,"[dep, inhibitor, prep_of]",3739
627,"[dep, inhibitor, prep_of]",3739
22608,"[dep, inhibitor, prep_of]",3739
5353,"[nsubj, increased, dobj, interaction, prep_of]",3740
6444,"[nsubj, increased, dobj, interaction, prep_of]",3740
14128,"[nn, receptor, prep_of, coupling, prep_in, involved, nsubjpass, protein, amod]",3742
25326,"[nn, receptor, prep_of, coupling, prep_in, involved, nsubjpass, protein, amod]",3742
10458,"[nn, neurons, prep_on]",3743
3891,"[prep_to, therapy, nn]",3744
27955,"[prep_with, treated, partmod, cells, amod]",3748
15076,"[prep_with, treated, partmod, cells, amod]",3748
724,"[prep_for, detection, prep_of, limit, nsubj]",3749
588,"[nsubj, prevented, dobj]",3751
11987,"[nsubj, prevented, dobj]",3751
5289,"[nsubj, prevented, dobj]",3751
15537,"[amod, cleavage, nsubjpass, effected, agent, butyrylcholinesterase, appos]",3752
15147,"[amod, cleavage, nsubjpass, effected, agent, butyrylcholinesterase, appos]",3752
4070,"[appos, rapamycin, appos]",3753
23164,"[prep_such_as, agents, appos]",3754
26509,"[prep_of, effects, dobj, examined, prep_on, expression, amod]",3755
4528,"[prep_of, effects, dobj, examined, prep_on, expression, amod]",3755
17743,"[prep_of, effects, dobj, examined, prep_on, expression, amod]",3755
16963,"[prep_for, constant, amod, uptake, prep_by]",3756
28531,"[prep_for, constant, amod, uptake, prep_by]",3756
25452,"[dep, serum, prep_with, treatment, prep_by, affected, advcl, suppressed, nsubjpass, production, amod]",3757
15765,"[dep, serum, prep_with, treatment, prep_by, affected, advcl, suppressed, nsubjpass, production, amod]",3757
12711,"[amod, enantiomer, prep_for]",3758
29309,"[prep_to, sensitized, nsubj, depletion, prep_of]",3759
4254,"[nsubj, suppress, dobj, expression, nn]",3760
10675,"[nsubj, suppress, dobj, expression, nn]",3760
1061,"[nsubj, exhibited, prep_for]",3762
18767,"[nsubj, exhibited, prep_for]",3762
12286,"[dep, olanzapine, dep, medications, agent, affected, nsubjpass, expressions, nn]",3764
2641,"[dep, olanzapine, dep, medications, agent, affected, nsubjpass, expressions, nn]",3764
27911,"[nsubj, induced, dobj, translocation, prep_of]",3765
10207,"[nsubj, induced, dobj, translocation, prep_of]",3765
2446,"[nsubj, induced, dobj, translocation, prep_of]",3765
21828,"[nsubj, induced, dobj, translocation, prep_of]",3765
10010,"[nsubj, induced, dobj, translocation, prep_of]",3765
13916,"[amod, exposure, prep_after, affected, nsubjpass, signals, amod]",3766
9708,"[amod, exposure, prep_after, affected, nsubjpass, signals, amod]",3766
10393,"[prep_of, injection, nsubj]",3767
15113,"[prep_of, injection, nsubj]",3767
10610,"[xsubj, genotype, nn]",3770
3673,"[xsubj, genotype, nn]",3770
11418,"[nsubjpass, effluxed, agent]",3771
14867,"[nsubjpass, effluxed, agent]",3771
12453,"[nsubj, stimulated, dobj, levels, amod]",3772
25203,"[nsubj, stimulated, dobj, levels, amod]",3772
378,"[agent, involved, prep_in, regulation, amod]",3774
7432,"[nsubj, decreased, dobj, production, amod]",3776
1853,"[nsubj, decreased, dobj, production, amod]",3776
15086,"[agent, affected, nsubjpass, expression, prep_of]",3777
11511,"[agent, affected, nsubjpass, expression, prep_of]",3777
5069,"[agent, affected, nsubjpass, expression, prep_of]",3777
20297,"[agent, affected, nsubjpass, expression, prep_of]",3777
27765,"[agent, affected, nsubjpass, expression, prep_of]",3777
4392,"[agent, affected, nsubjpass, expression, prep_of]",3777
2268,"[agent, affected, nsubjpass, expression, prep_of]",3777
15525,"[prep_to, receptors, num]",3778
22001,"[amod, resistant, amod]",3779
9058,"[amod, factor, appos]",3781
22925,"[amod, factor, appos]",3781
546,"[amod, factor, appos]",3781
14723,"[amod, factor, appos]",3781
15749,"[amod, factor, appos]",3781
20375,"[amod, factor, appos]",3781
24453,"[amod, factor, appos]",3781
18556,"[amod, factor, appos]",3781
16042,"[amod, factor, appos]",3781
2874,"[amod, factor, appos]",3781
19880,"[amod, factor, appos]",3781
4926,"[amod, factor, appos]",3781
16128,"[amod, factor, appos]",3781
20343,"[amod, factor, appos]",3781
3296,"[amod, factor, appos]",3781
7570,"[amod, factor, appos]",3781
21462,"[amod, factor, appos]",3781
25155,"[amod, factor, appos]",3781
15723,"[xsubj, inhibitor, amod]",3782
13664,"[prep_in, pathway, nn]",3783
14104,"[prep_in, patients, nn]",3786
25488,"[prep_in, patients, nn]",3786
21224,"[prep_in, patients, nn]",3786
22640,"[prep_in, patients, nn]",3786
7808,"[prep_in, patients, nn]",3786
14057,"[prep_in, patients, nn]",3786
1577,"[prep_in, patients, nn]",3786
10632,"[nsubjpass, metabolized, advcl, metabolized, agent]",3787
23432,"[nsubjpass, metabolized, advcl, metabolized, agent]",3787
14293,"[nsubj, suppressed, dobj, translocation, prep_of]",3788
11448,"[nsubj, suppressed, dobj, translocation, prep_of]",3788
6401,"[rcmod, induced, dobj, expression, amod]",3791
28608,"[nsubj, affect, prep_with]",3794
5486,"[nsubj, affect, prep_with]",3794
4938,"[nsubj, affect, prep_with]",3794
4328,"[dep, group, nn]",3795
19932,"[dep, resistance, prep_for, includes, dobj, sites, prep_for, ecorv, appos]",3796
21499,"[dep, resistance, prep_for, includes, dobj, sites, prep_for, ecorv, appos]",3796
14246,"[partmod, induced, dobj, expression, prep_of]",3797
2664,"[partmod, induced, dobj, expression, prep_of]",3797
15562,"[partmod, induced, dobj, expression, prep_of]",3797
10290,"[partmod, induced, dobj, expression, prep_of]",3797
20398,"[partmod, induced, dobj, expression, prep_of]",3797
24251,"[partmod, induced, dobj, expression, prep_of]",3797
5315,"[prep_of, glucuronidation, dobj, catalyzed, nsubj]",3799
6256,"[prep_of, glucuronidation, dobj, catalyzed, nsubj]",3799
16397,"[prep_of, glucuronidation, dobj, catalyzed, nsubj]",3799
19996,"[nsubj, alter, dobj]",3800
5685,"[appos, gene, nn]",3801
7785,"[prep_with, kinase, prep_of, inhibition, nsubj, prevented, dobj, dysregulation, nn]",3802
7783,"[prep_with, kinase, prep_of, inhibition, nsubj, prevented, dobj, dysregulation, nn]",3802
27285,"[dep, antagonist, dep]",3804
1995,"[prep_of, effects, dobj, examined, prep_on]",3807
22829,"[prep_of, effects, dobj, examined, prep_on]",3807
2608,"[prep_of, effects, dobj, examined, prep_on]",3807
15078,"[prep_in, mrna, amod]",3808
16552,"[prep_in, mrna, amod]",3808
17273,"[appos, prostacyclin, xsubj, stimulate, dobj, activities, prep_of, hydrolase, dep]",3809
1075,"[prep_of, effect, dobj, evaluate, prep_on]",3810
2588,"[prep_of, effect, dobj, evaluate, prep_on]",3810
28828,"[amod, sulfide, prep_by]",3811
25454,"[amod, sulfide, prep_by]",3811
17091,"[prep_by, phosphorylation, prep_of]",3813
3549,"[dobj, inactivates, nsubj]",3815
3371,"[dobj, inactivates, nsubj]",3815
549,"[dobj, inactivates, nsubj]",3815
13495,"[nsubj, decreased, dobj, levels, amod]",3817
28298,"[nsubj, decreased, dobj, levels, amod]",3817
20004,"[nsubj, decreased, dobj, levels, amod]",3817
19089,"[nsubj, decreased, dobj, levels, amod]",3817
23986,"[nsubj, decreased, dobj, levels, amod]",3817
13957,"[nsubj, decreased, dobj, levels, amod]",3817
9457,"[nsubj, decreased, dobj, levels, amod]",3817
13251,"[nsubj, decreased, dobj, levels, amod]",3817
21732,"[nsubj, decreased, dobj, levels, amod]",3817
22401,"[nsubj, decreased, dobj, levels, amod]",3817
26365,"[nsubj, decreased, dobj, levels, amod]",3817
11444,"[nsubj, decreased, dobj, levels, amod]",3817
24771,"[nsubj, decreased, dobj, levels, amod]",3817
15584,"[nsubj, decreased, dobj, levels, amod]",3817
3370,"[nsubj, decreased, dobj, levels, amod]",3817
16989,"[prep_with, obtained, prep_for, elaboration, prep_of, factor, amod, leukocyte, amod]",3818
7456,"[prep_with, obtained, prep_for, elaboration, prep_of, factor, amod, leukocyte, amod]",3818
11055,"[nsubj, decreased, dobj, level, nn]",3819
11901,"[nsubj, decreased, dobj, level, nn]",3819
23138,"[nsubj, suppresses, dobj]",3823
2258,"[nsubj, inhibited, dobj, effects, prep_of]",3826
21482,"[nsubj, inhibited, dobj, effects, prep_of]",3826
29095,"[nsubj, inhibited, dobj, effects, prep_of]",3826
27020,"[prep_of, effect, dobj, investigated, prep_on, expression, amod]",3827
11026,"[prep_of, effect, dobj, investigated, prep_on, expression, amod]",3827
1095,"[prep_of, effect, dobj, investigated, prep_on, expression, amod]",3827
1400,"[prep_of, effect, dobj, investigated, prep_on, expression, amod]",3827
10729,"[appos, rantes, appos]",3828
28318,"[appos, rantes, appos]",3828
24022,"[appos, rantes, appos]",3828
20623,"[appos, rantes, appos]",3828
1451,"[appos, rantes, appos]",3828
10171,"[appos, rantes, appos]",3828
3500,"[appos, rantes, appos]",3828
27172,"[nsubj, inhibited, dobj, production, partmod, induced, agent]",3829
10754,"[nsubj, inhibited, dobj, production, partmod, induced, agent]",3829
12674,"[nsubj, inactivated, dobj]",3830
6451,"[nsubj, inactivated, dobj]",3830
21992,"[infmod, response, prep_of, predictors, nsubj, phenotype, amod]",3831
5154,"[nsubj, blocked, dobj, induction, prep_of, expression, amod]",3832
21490,"[nsubj, blocked, dobj, induction, prep_of, expression, amod]",3832
4716,"[amod, concentrations, appos]",3833
27555,"[amod, citrate, prep_of, effect, dobj, evaluate, prepc_on, circulating, dobj, levels, prep_of, i, appos]",3836
9611,"[amod, citrate, prep_of, effect, dobj, evaluate, prepc_on, circulating, dobj, levels, prep_of, i, appos]",3836
16556,"[prep_of, infusion, dep]",3838
25966,"[prep_of, infusion, dep]",3838
29353,"[appos, beta, appos, beta, nn]",3841
13886,"[prep_to, precedes, nsubj, decrease, prep_in, cells, nn]",3842
16500,"[prep_of, effect, dobj, examined, prep_on, expression, appos]",3843
10254,"[nsubj, induced, dobj, transcription, prep_of, gene, nn]",3844
942,"[nsubj, had, dobj, influence, prep_on]",3845
8661,"[nsubj, had, dobj, influence, prep_on]",3845
2636,"[pobj, with, pcomp, combined, prep, treated, prep_with]",3847
18215,"[pobj, with, pcomp, combined, prep, treated, prep_with]",3847
26623,"[prep_with, decreased, nsubjpass, expression, nn]",3848
1814,"[agent, involved, nsubjpass]",3849
28202,"[agent, blocked, nsubjpass, upregulation, prep_of, expression, amod]",3850
10167,"[agent, blocked, nsubjpass, upregulation, prep_of, expression, amod]",3850
11041,"[nn, treatment, nsubj, inhibited, dobj, expression, amod]",3852
9327,"[nsubj, active, prep_against]",3854
12642,"[nsubj, active, prep_against]",3854
13656,"[nsubj, increased, dobj, secretion, amod]",3855
10467,"[nsubj, increased, dobj, secretion, amod]",3855
15794,"[nsubj, increased, dobj, secretion, amod]",3855
2293,"[nsubj, reduced, dobj, effect, prep_of]",3857
10934,"[appos, drug, amod]",3858
22465,"[prep_by, enhanced, nsubj]",3860
20932,"[prep_by, enhanced, nsubj]",3860
18324,"[nsubj, enhance, prepc_by, activating, dobj]",3861
5716,"[nn, treatment, prep_without]",3862
7561,"[nn, treatment, prep_without]",3862
7890,"[nsubj, regulated, dobj, expression, prep_of, proteins, amod]",3863
12300,"[amod, signaling, nn]",3865
13293,"[amod, block, prepc_of]",3866
21186,"[prep_with, combination, prep_in, inhibitor, nn]",3867
2586,"[appos, inhibitor, prep_of, axis, nn]",3868
22063,"[nsubj, decreased, dobj, activation, nn]",3869
17719,"[nsubj, decreased, dobj, activation, nn]",3869
14463,"[amod, inhibition, amod]",3872
6209,"[amod, inhibition, amod]",3872
14598,"[amod, inhibition, amod]",3872
28101,"[amod, inhibition, amod]",3872
28281,"[amod, inhibition, amod]",3872
15648,"[prep_with, incubated, nsubjpass]",3873
4702,"[prep_with, incubated, nsubjpass]",3873
16159,"[prep_with, incubated, nsubjpass]",3873
7344,"[prep_with, incubated, nsubjpass]",3873
2896,"[prep_with, incubated, nsubjpass]",3873
21088,"[prep_with, incubated, nsubjpass]",3873
2573,"[prep_of, cells, amod]",3874
4141,"[prep_with, decreased, dobj, activity, amod]",3876
29048,"[prep_of, conversion, dobj, catalyzes, nsubj]",3877
19906,"[nn, a, prep_with]",3878
24360,"[nn, a, prep_with]",3878
20429,"[nn, a, prep_with]",3878
11937,"[nsubj, inhibitor, prep_of]",3880
10116,"[nsubj, inhibitor, prep_of]",3880
20660,"[nsubj, inhibitor, prep_of]",3880
12334,"[nsubj, inhibitor, prep_of]",3880
9300,"[nsubj, inhibitor, prep_of]",3880
18327,"[nsubj, inhibitor, prep_of]",3880
17019,"[nsubj, inhibitor, prep_of]",3880
4458,"[nsubj, inhibitor, prep_of]",3880
2180,"[nsubj, inhibitor, prep_of]",3880
14685,"[nsubj, inhibitor, prep_of]",3880
24378,"[nsubj, inhibitor, prep_of]",3880
13040,"[nsubj, inhibitor, prep_of]",3880
6441,"[nsubj, inhibitor, prep_of]",3880
3349,"[nsubj, inhibitor, prep_of]",3880
2724,"[nsubj, inhibitor, prep_of]",3880
14590,"[nsubj, inhibitor, prep_of]",3880
19436,"[nsubj, inhibitor, prep_of]",3880
21044,"[nsubj, inhibitor, prep_of]",3880
1962,"[nsubj, inhibitor, prep_of]",3880
5980,"[nsubj, inhibitor, prep_of]",3880
1544,"[nsubj, inhibitor, prep_of]",3880
13188,"[nsubj, inhibitor, prep_of]",3880
17902,"[nsubj, inhibitor, prep_of]",3880
15964,"[nsubj, inhibitor, prep_of]",3880
6777,"[nsubj, inhibitor, prep_of]",3880
2737,"[nsubj, inhibitor, prep_of]",3880
12458,"[nsubj, inhibitor, prep_of]",3880
26459,"[nsubj, inhibitor, prep_of]",3880
4727,"[nsubj, inhibitor, prep_of]",3880
