"","label","count","pgkb","drugbank"
"1254","(sertindole,5-ht2c)",12,0,1
"1255","(rapamycin,nf-kappab)",14,0,0
"1256","(propofol,cyp3a4)",6,0,0
"1257","(cerivastatin,cyp2c8)",16,0,0
"1258","(novobiocin,tfiiia)",9,0,0
"1259","(n-hydroxyurea,5-lipoxygenase)",7,0,0
"1260","(isoproterenol,reticulum)",21,0,0
"1261","(hydrazide,cftr)",11,0,0
"1262","(iloprost,ctgf)",8,0,0
"1263","(curcumin,beta-catenin)",11,0,0
"1264","(pioglitazone,mitoneet)",8,0,0
"1265","(levonorgestrel,shbg)",34,0,0
"1266","(corticosteroids,cox-2)",10,0,0
"1267","(estradiol,il-1)",36,0,0
"1268","(piperazine,5-ht2c)",11,0,0
"1269","(cyclophosphamide,g-csf)",166,0,0
"1270","(simvastatin,rac1)",12,0,0
"1271","(dextran,icam-1)",7,0,0
"1272","(doxorubicin,p300)",18,0,0
"1273","(debrisoquine,cyp2d)",14,0,0
"1274","(citalopram,bdnf)",5,0,0
"1275","(sevoflurane,hsp70)",6,0,0
"1276","(melatonin,inos)",35,0,0
"1277","(forskolin,pomc)",9,0,0
"1278","(estradiol,caspase-3)",11,0,0
"1279","(imatinib,cox-2)",8,0,0
"1280","(ndga,5-lo)",14,0,1
"1281","(chlorzoxazone,cyp2e1)",143,0,0
"1282","(norepinephrine,endothelin-1)",64,0,0
"1283","(ridaforolimus,mtor)",16,0,0
"1284","(nitroprusside,edrf)",12,0,0
"1285","(dexamethasone,edn1)",6,0,0
"1286","(leflunomide,nf-kappab)",9,0,0
"1287","(irinotecan,vegf)",13,1,0
"1288","(trastuzumab,erbb2)",118,1,1
"1289","(tamoxifen,acat)",6,0,0
"1290","(erythromycin,cyp3a)",85,0,0
"1291","(dexamethasone,ugt1a1)",9,0,0
"1292","(asparaginase,eif2)",7,0,0
"1293","(irinotecan,dlts)",10,0,0
"1294","(melatonin,pacap)",18,0,0
"1295","(verapamil,cyp3a)",16,0,0
"1296","(fluoxetine,5-htt)",15,0,1
"1297","(olaparib,parp)",17,0,0
"1298","(estradiol,p-gp)",10,0,0
"1299","(pge2,mcp-1)",13,0,0
"1300","(sulphasalazine,sasp)",7,0,0
"1301","(cilostazol,ampk)",15,0,0
"1302","(pargyline,hnmt)",5,0,0
"1303","(venlafaxine,cyp2d6)",42,1,0
"1304","(indinavir,cyp3a)",16,1,0
"1305","(estradiol,nf-kappab)",19,0,0
"1306","(thiotepa,cyp2b6)",15,1,0
"1307","(calcitriol,calcitonin)",22,0,0
"1308","(auranofin,tlr4)",8,0,0
"1309","(clopidogrel,cyp3a4)",48,0,0
"1310","(atorvastatin,e-selectin)",12,0,0
"1311","(dexamethasone,ghrh)",22,0,0
"1312","(nifedipine,nadph)",6,0,0
"1313","(pertuzumab,her2)",53,1,1
"1314","(pertuzumab,her3)",11,0,0
"1315","(nilotinib,pdgfr)",5,0,0
"1316","(resveratrol,nag-1)",10,0,0
"1317","(sorafenib,ugt1a1)",7,1,0
"1318","(fluconazole,cyp2c9)",10,0,0
"1319","(sparteine,cyp2d6)",30,1,0
"1320","(danazol,gnrh)",41,0,0
"1321","(diclofenac,ho-1)",6,0,0
"1322","(colchicine,cyp3a4)",9,0,0
"1323","(glimepiride,enos)",5,0,0
"1324","(dexamethasone,pai-1)",51,0,0
"1325","(sibutramine,cyp2b6)",5,0,0
"1326","(dexamethasone,kallikrein)",11,0,0
"1327","(lopinavir,cyp3a4)",10,0,0
"1328","(rosiglitazone,ho-1)",8,0,0
"1329","(sargramostim,gm-csf)",22,0,0
"1330","(gm-csf,sargramostim)",22,0,0
"1331","(panitumumab,egfr)",57,1,1
"1332","(gm-csf,bcl-2)",30,0,0
"1333","(fluvastatin,cyp2c9)",31,1,0
"1334","(cisplatin,bcl-xl)",22,0,0
"1335","(triazolam,cyp3a4)",24,1,0
"1336","(il-11,il-17f)",5,0,0
"1337","(tacrine,cyp1a2)",20,0,0
"1338","(glutaraldehyde,reticulum)",13,0,0
"1339","(genistein,bfgf)",13,0,0
"1340","(staurosporine,caspase-9)",13,0,0
"1341","(quinacrine,il-1)",5,0,0
"1342","(atra,igfbp-3)",12,0,0
"1343","(cisplatin,abcc2)",11,0,0
"1344","(tamoxifen,cox-2)",11,0,0
"1345","(vinorelbine,g-csf)",8,0,0
"1346","(oxaliplatin,chk2)",6,0,0
"1347","(vasopressin,gpcr)",8,0,0
"1348","(bepridil,calmodulin)",16,0,1
"1349","(chloramphenicol,cyp1a1)",9,0,0
"1350","(sulfinpyrazone,mrp2)",7,0,0
"1351","(genistein,ap-1)",11,0,0
"1352","(genistein,grp78)",6,0,0
"1353","(indomethacin,15-pgdh)",6,0,0
"1354","(dhea,g6pase)",6,0,0
"1355","(resveratrol,gli1)",6,0,0
"1356","(docetaxel,cyclooxygenase-2)",8,0,0
"1357","(genistein,sp-a)",6,0,0
"1358","(apomorphine,gastrin)",6,0,0
"1359","(tamoxifen,igf-i)",67,0,0
"1360","(cyclophosphamide,ifn-alpha)",10,0,0
"1361","(estradiol,e2dh)",16,0,0
"1362","(aldosterone,nhe-1)",7,0,0
"1363","(retigabine,kcnq2)",10,0,0
"1364","(rofecoxib,cox2)",10,0,0
"1365","(simvastatin,cox-2)",6,0,0
"1366","(arsenite,nf-kappab)",35,0,0
"1367","(cephalexin,hpept1)",5,0,0
"1368","(hpth,pth1r)",8,0,1
"1369","(resveratrol,enos)",32,0,0
"1370","(cisplatin,nox3)",6,0,0
"1371","(pilocarpine,cyp2a6)",6,1,0
"1372","(dexamethasone,cd163)",6,0,0
"1373","(ketorolac,cox-2)",18,0,1
"1374","(gm-csf,survivin)",10,0,0
"1375","(ketorolac,cox-1)",10,0,1
"1376","(theophylline,gm-csf)",6,0,0
"1377","(gefitinib,abcg2)",15,0,0
"1378","(melatonin,nnos)",18,0,0
"1379","(simvastatin,enos)",49,0,0
"1380","(resveratrol,cox-1)",23,0,1
"1381","(resveratrol,cox-2)",51,0,1
"1382","(temozolomide,nf-kappab)",12,0,0
"1383","(cisplatin,pc-3)",9,0,0
"1384","(nutlin-3,hdm2)",17,0,0
"1385","(benzbromarone,cyp2c9)",12,0,0
"1386","(il-11,survivin)",8,0,0
"1387","(theophylline,il-10)",6,0,0
"1388","(nifedipine,mcp-1)",14,0,0
"1389","(il-2,b7-1)",49,0,0
"1390","(oxycodone,herg)",5,0,0
"1391","(lovastatin,lfa-1)",10,0,0
"1392","(estradiol,tgf-alpha)",13,0,0
"1393","(maraviroc,cyp3a4)",8,0,0
"1394","(fluvoxamine,cyp2c19)",23,1,0
"1395","(acarbose,maltase-glucoamylase)",6,0,1
"1396","(clonidine,beta-endorphin)",34,0,0
"1397","(bosentan,endothelin-1)",70,0,0
"1398","(beta-glucocerebrosidase,limp-2)",6,0,0
"1399","(berberine,nf-kappab)",12,0,0
"1400","(loratadine,cyp3a4)",5,0,0
"1401","(ritonavir,adiponectin)",6,0,0
"1402","(rituximab,gm-csf)",14,0,0
"1403","(mucolytics,copd)",9,0,0
"1404","(rivaroxaban,p-gp)",7,0,0
"1405","(ciclesonide,mcp-1)",5,0,0
"1406","(curcumin,hsp70)",10,0,0
"1407","(bortezomib,ubiquitin)",7,0,0
"1408","(cisplatin,hsp27)",14,0,0
"1409","(cisplatin,hsp25)",9,0,0
"1410","(corticosteroids,beta2)",34,0,0
"1411","(nefazodone,5-ht2a)",8,0,1
"1412","(metformin,niddm)",82,0,0
"1413","(chlorpromazine,pla2)",12,0,0
"1414","(dexamethasone,l-selectin)",13,0,0
"1415","(metformin,vaspin)",9,0,0
"1416","(buprenorphine,cyp3a)",10,0,0
"1417","(cyclosporine,p170)",5,0,0
"1418","(l-ser,3pgdh)",6,0,0
"1419","(irinotecan,egfr)",30,1,0
"1420","(genistein,fmlp)",10,0,0
"1421","(analgesics,p-gp)",10,0,0
"1422","(nutlin-3,mdm2)",79,0,0
"1423","(tiagabine,gat1)",13,0,1
"1424","(rapamycin,mdm2)",8,0,0
"1425","(oxaliplatin,yb-1)",7,0,0
"1426","(inulin,cpah)",8,0,0
"1427","(doxycycline,beta-galactosidase)",10,0,0
"1428","(cyclosporine,cyp3a)",40,1,0
"1429","(abciximab,alteplase)",13,0,0
"1430","(doxycycline,sp-b)",9,0,0
"1431","(il-2,icam-1)",33,0,0
"1432","(melatonin,aa-nat)",110,0,0
"1433","(phenytoin,cyp2c9)",72,0,0
"1434","(montelukast,5-lipoxygenase)",8,1,1
"1435","(haloperidol,herg)",14,1,0
"1436","(clotrimazole,ikca1)",7,0,1
"1437","(fk506,fk506-binding)",72,0,0
"1438","(theophylline,calcitonin)",8,0,0
"1439","(ketamine,ml-1)",8,0,0
"1440","(latanoprost,mmp-3)",6,0,0
"1441","(sunitinib,ifn-alpha)",17,0,0
"1442","(forskolin,ctgf)",8,0,0
"1443","(bevacizumab,ifn-alpha)",9,0,0
"1444","(neomycin,phospholipase)",135,0,0
"1445","(infliximab,etanercept)",302,1,0
"1446","(vasopressin,aqp2)",197,0,0
"1447","(nadh,methemoglobin)",26,0,0
"1448","(deferoxamine,hif-1)",11,0,0
"1449","(estrone,hsd17b1)",10,0,0
"1450","(atra,rar-beta)",13,0,0
"1451","(pioglitazone,adiponectin)",88,0,0
"1452","(voriconazole,abpa)",8,0,0
"1453","(pranlukast,leukotriene)",67,0,0
"1454","(telithromycin,mrp2)",5,0,0
"1455","(forskolin,inos)",10,0,0
"1456","(bosentan,bsep)",7,0,0
"1457","(aprotinin,thrombomodulin)",6,0,0
"1458","(curcumin,blys)",7,0,0
"1459","(paclitaxel,bcl-2)",129,0,1
"1460","(forskolin,pacap)",16,0,0
"1461","(pge2,bcl-2)",14,0,0
"1462","(aminopyrine,demethylase)",65,0,0
"1463","(sulindac,cox-2)",33,0,1
"1464","(indomethacin,ho-1)",8,0,0
"1465","(sulindac,cox-1)",6,0,1
"1466","(tamoxifen,ki-67)",19,0,0
"1467","(ornithine,ornt1)",11,0,1
"1468","(docetaxel,cyp1b1)",11,0,0
"1469","(naloxone,met-enkephalin)",61,0,0
"1470","(l-dopa,fosb)",9,0,0
"1471","(daunorubicin,mdr1)",18,1,0
"1472","(pioglitazone,vegf)",10,0,0
"1473","(leuprorelin,gnrh)",33,0,0
"1474","(bleomycin,bcl-2)",6,0,0
"1475","(chloramphenicol,inos)",20,0,0
"1476","(nifedipine,mnsod)",6,0,0
"1477","(papain,kininogen)",10,0,0
"1478","(geldanamycin,her2)",5,0,0
"1479","(melatonin,mt-1)",8,0,0
"1480","(abatacept,ctla4)",5,0,0
"1481","(abciximab,reteplase)",39,0,0
"1482","(staurosporine,chk1)",5,0,0
"1483","(dexamethasone,caspase-3)",10,0,0
"1484","(risperidone,htr2c)",5,0,1
"1485","(troglitazone,mcp-1)",12,0,0
"1486","(staurosporine,calmodulin)",14,0,0
"1487","(spermine,calmodulin)",8,0,0
"1488","(acarbose,iddm)",8,0,0
"1489","(g-csf,ifn-gamma)",63,0,0
"1490","(atra,cox-1)",6,0,0
"1491","(troglitazone,kip1)",14,0,0
"1492","(atra,cox-2)",18,0,0
"1493","(tetrahydrobiopterin,nadph)",19,0,0
"1494","(rasagiline,mao-b)",65,0,1
"1495","(dexamethasone,il-5)",39,0,0
"1496","(staurosporine,caspase-3)",63,0,0
"1497","(trastuzumab,aromatase)",6,0,0
"1498","(rapamycin,fkbp-12)",9,0,1
"1499","(dexamethasone,il-1)",191,0,0
"1500","(iloprost,vegf)",11,0,0
"1501","(zileuton,5-lo)",39,1,1
"1502","(carboplatin,tace)",9,0,0
"1503","(docetaxel,aipc)",42,0,0
"1504","(sulfamethazine,nat2)",13,0,0
"1505","(melatonin,vegf)",28,0,0
"1506","(losartan,fmlp)",5,0,0
"1507","(itraconazole,p-gp)",13,1,0
"1508","(dicoumarol,nqo1)",69,1,1
"1509","(norepinephrine,orexin)",8,0,0
"1510","(fibrates,ppar-alpha)",31,0,0
"1511","(amiloride,nhe1)",48,0,1
"1512","(protamine,prm1)",26,0,0
"1513","(protamine,prm2)",18,0,0
"1514","(enalapril,nf-kappab)",5,0,0
"1515","(doxorubicin,mrp1)",26,0,0
"1516","(dexamethasone,nf-kappab)",117,0,0
"1517","(g-csf,m-csf)",105,0,0
"1518","(atra,ml-1)",18,0,0
"1519","(sitagliptin,dpp4)",7,0,1
"1520","(estrone,sulfotransferase)",33,0,0
"1521","(amiloride,nhe3)",13,0,0
"1522","(vincristine,bcl-2)",13,1,0
"1523","(hydrocortisone,enos)",5,0,0
"1524","(desvenlafaxine,cyp2d6)",5,0,0
"1525","(ara-c,g-csf)",55,0,0
"1526","(dextran,srbc)",12,0,0
"1527","(dexamethasone,p-gp)",28,0,0
"1528","(atorvastatin,cyp3a4)",34,1,0
"1529","(estradiol,ugt1a1)",12,0,0
"1530","(atra,rar-alpha)",10,1,0
"1531","(spermine,irk1)",10,0,0
"1532","(pge2,survivin)",6,0,0
"1533","(hyaluronan,versican)",42,0,0
"1534","(efavirenz,cyp3a)",6,0,0
"1535","(paclitaxel,survivin)",38,0,0
"1536","(propafenone,herg)",6,0,1
"1537","(ciprofloxacin,parc)",51,0,1
"1538","(camptothecin,bcrp)",7,0,0
"1539","(chloramphenicol,ifn-beta)",5,0,0
"1540","(sulindac,nag-1)",16,0,0
"1541","(estradiol,lactogen)",5,0,0
"1542","(lapatinib,erbb2)",46,1,1
"1543","(fk506,ifn-gamma)",8,0,0
"1544","(lapatinib,erbb1)",19,1,1
"1545","(erythromycin,ml-1)",7,0,0
"1546","(simvastatin,mucin)",7,0,0
"1547","(amiodarone,cyp3a)",6,0,0
"1548","(propofol,icam-1)",6,0,0
"1549","(resveratrol,inos)",18,0,0
"1550","(cyclosporine,vegf)",8,0,0
"1551","(cetuximab,larc)",5,0,0
"1552","(phenylephrine,endothelin-1)",27,0,0
"1553","(estradiol,beta-galactosidase)",13,0,0
"1554","(sildenafil,vegf)",7,1,0
"1555","(estradiol,factor-1)",10,0,0
"1556","(urokinase,plau)",10,0,1
"1557","(ritonavir,cyp3a)",53,0,0
"1558","(fexofenadine,p-gp)",33,0,0
"1559","(nitroprusside,lhrh)",7,0,0
"1560","(budesonide,eotaxin)",6,0,0
"1561","(simvastatin,ctgf)",14,0,0
"1562","(estradiol,bfgf)",14,0,0
"1563","(corticosteroids,abpa)",27,0,0
"1564","(glimepiride,caveolin-1)",7,0,0
"1565","(estradiol,cgrp)",7,0,0
"1566","(resveratrol,cyp1b1)",9,0,0
"1567","(isoniazid,cyp2e1)",36,0,0
"1568","(fk506,ikappabalpha)",5,0,0
"1569","(ziprasidone,cyp3a4)",9,1,0
"1570","(melatonin,aanat)",149,0,0
"1571","(vemurafenib,braf)",56,1,1
"1572","(rosiglitazone,apoa5)",5,0,0
"1573","(aldosterone,adiponectin)",12,0,0
"1574","(captopril,iddm)",9,0,0
"1575","(albendazole,cyp3a4)",5,0,0
"1576","(benzocaine,methemoglobin)",16,0,0
"1577","(neomycin,reticulum)",7,0,0
"1578","(clofibrate,inos)",6,0,0
"1579","(rapamycin,cd25)",44,0,0
"1580","(indinavir,glut4)",19,0,0
"1581","(estradiol,cyp19a1)",11,0,0
"1582","(rosiglitazone,nf-kappab)",16,0,0
"1583","(doxorubicin,vegf)",8,0,0
"1584","(dicoumarol,oxidoreductase)",14,0,0
"1585","(diltiazem,cyp3a)",16,0,0
"1586","(forskolin,igfbp-1)",5,0,0
"1587","(forskolin,igfbp-3)",8,0,0
"1588","(aldosterone,alpha-enac)",11,0,0
"1589","(aldosterone,vegf)",9,0,0
"1590","(orlistat,fasn)",9,0,1
"1591","(promethazine,cyp2d6)",7,0,0
"1592","(tariquidar,p-gp)",36,1,0
"1593","(zolpidem,alpha1)",30,0,0
"1594","(atra,stat3)",7,0,0
"1595","(carnitine,cpt2)",18,0,1
"1596","(carnitine,cpt1)",63,0,1
"1597","(curcumin,reticulum)",18,0,0
"1598","(midazolam,ml-1)",17,0,0
"1599","(dexamethasone,15-pgdh)",9,0,0
"1600","(genistein,osteoprotegerin)",5,0,0
"1601","(probenecid,mrp1)",14,0,0
"1602","(pentoxifylline,nf-kappab)",6,0,0
"1603","(probenecid,mrp2)",22,0,0
"1604","(sulindac,stat3)",16,0,0
"1605","(curcumin,gstp1-1)",8,0,0
"1606","(rapamycin,factor-1)",9,0,0
"1607","(ctla4ig,ctla-4)",21,0,0
"1608","(minocycline,mmp-9)",19,0,0
"1609","(isoproterenol,gastrin)",13,0,0
"1610","(resveratrol,p66shc)",6,0,0
"1611","(sunitinib,flt3)",10,0,1
"1612","(fenofibrate,pparalpha)",131,1,1
"1613","(minocycline,mmp-2)",13,0,0
"1614","(estrone,hoat3)",8,0,0
"1615","(rapamycin,bfgf)",7,0,0
"1616","(fluorescein,lectin)",69,0,0
"1617","(laronidase,alpha-l-iduronidase)",6,0,0
"1618","(thioridazine,cyp2d6)",29,1,0
"1619","(salbutamol,beta2)",12,0,0
"1620","(ifosfamide,g-csf)",22,0,0
"1621","(pgi2,ptgis)",5,0,1
"1622","(phenylephrine,egfr)",8,0,0
"1623","(nadh,enox2)",11,0,0
"1624","(gm-csf,raf-1)",8,0,0
"1625","(fenofibrate,cetp)",10,0,0
"1626","(troleandomycin,cyp3a)",41,0,0
"1627","(pirenzepine,gastrin)",29,0,0
"1628","(il-2,iddm)",20,0,0
"1629","(clonidine,ghrh)",40,0,0
"1630","(carnitine,cpti)",30,0,0
"1631","(gefitinib,erbb3)",9,1,0
"1632","(corticosteroids,gm-csf)",11,0,0
"1633","(rapamycin,cd40)",7,0,0
"1634","(lopinavir,abcb1)",8,0,0
"1635","(dexamethasone,muc5ac)",7,0,0
"1636","(carbachol,phospholipase)",96,0,0
"1637","(nadh,dhpr)",6,0,1
"1638","(arsenite,ho-1)",27,0,0
"1639","(milnacipran,bdnf)",6,0,0
"1640","(hydrocortisone,endothelin-1)",5,0,0
"1641","(corticosteroids,adrenocorticotropin)",9,0,0
"1642","(geldanamycin,nf-kappab)",10,0,0
"1643","(g-csf,mmp-9)",23,0,0
"1644","(theophylline,beta2)",7,0,0
"1645","(astemizole,herg)",16,1,1
"1646","(11beta,hsd-1)",11,0,0
"1647","(metformin,adiponectin)",20,0,0
"1648","(nitroprusside,ho-1)",11,0,0
"1649","(g-csf,mmp-2)",8,0,0
"1650","(gm-csf,mmp-12)",14,0,0
"1651","(lubiprostone,clc-2)",18,0,1
"1652","(minocycline,5-lox)",11,0,1
"1653","(paroxetine,sert)",47,0,1
"1654","(timolol,cyp2d6)",15,1,0
"1655","(imatinib,abl1)",14,1,1
"1656","(curcumin,bdnf)",12,0,0
"1657","(indomethacin,kallikrein)",26,0,0
"1658","(menadione,nadph)",41,0,0
"1659","(atra,inos)",5,0,0
"1660","(propranolol,lcat)",5,0,0
"1661","(doxorubicin,foxo3a)",10,0,0
"1662","(gm-csf,pi3-kinase)",10,0,0
"1663","(quinidine,cyp3a4)",21,1,0
"1664","(corticosteroids,vegf)",17,0,0
"1665","(clopidogrel,cyp2b6)",16,0,0
"1666","(pioglitazone,niddm)",6,0,0
"1667","(gefitinib,hsp70)",5,0,0
"1668","(metoclopramide,cholinesterase)",9,0,0
"1669","(noradrenaline,catechol-o-methyltransferase)",13,0,0
"1670","(resveratrol,cyclooxygenase-1)",6,0,1
"1671","(resveratrol,cyclooxygenase-2)",6,0,1
"1672","(digoxin,oatp2)",16,0,0
"1673","(indomethacin,nf-kappab)",16,0,0
"1674","(zafirlukast,cyslt1)",7,1,1
"1675","(forskolin,rap1a)",5,0,0
"1676","(imatinib,vegf)",24,0,0
"1677","(il-1ra,mcp-1)",9,0,0
"1678","(celecoxib,bcl-2)",28,0,0
"1679","(diazoxide,bcl-2)",11,0,0
"1680","(thiopental,nf-kappab)",10,0,0
"1681","(leflunomide,etanercept)",13,0,0
"1682","(isradipine,midas)",15,0,0
"1683","(thyrotropin,tshr)",304,0,0
"1684","(indomethacin,il-1)",264,0,0
"1685","(dexamethasone,pref-1)",16,0,0
"1686","(troglitazone,osteopontin)",5,0,0
"1687","(estradiol,osteocalcin)",14,0,0
"1688","(il-2,phospholipase)",14,0,0
"1689","(vinblastine,cyp3a4)",8,0,0
"1690","(atorvastatin,mmp-9)",8,0,0
"1691","(atorvastatin,abca1)",7,0,0
"1692","(bupivacaine,ml-1)",64,0,0
"1693","(levodopa,catechol-o-methyltransferase)",99,1,0
"1694","(glibenclamide,niddm)",35,0,0
"1695","(calcitriol,cox-2)",7,0,0
"1696","(staurosporine,e-cadherin)",6,0,0
"1697","(imatinib,adiponectin)",8,0,0
"1698","(orphenadrine,cyp2b6)",10,0,0
"1699","(topotecan,hif-1alpha)",9,0,0
"1700","(forskolin,proenkephalin)",8,0,0
"1701","(pefloxacin,il-1)",10,0,0
"1702","(resveratrol,stat3)",10,0,0
"1703","(imiquimod,ifn-alpha)",15,0,0
"1704","(atorvastatin,abcb1)",13,1,0
"1705","(dexamethasone,e-cadherin)",6,0,0
"1706","(curcumin,abcg2)",6,0,0
"1707","(olmesartan,at1r)",6,0,1
"1708","(forskolin,igf-i)",16,0,0
"1709","(troglitazone,ampk)",12,0,0
"1710","(celecoxib,survivin)",22,0,0
"1711","(il-2,gab2)",17,0,0
"1712","(il-2,creb)",21,0,0
"1713","(rapamycin,klf4)",6,0,0
"1714","(il-2,crem)",21,0,0
"1715","(anticholinergics,copd)",49,0,0
"1716","(curcumin,icam-1)",11,0,0
"1717","(dicoumarol,dt-diaphorase)",58,1,1
"1718","(melatonin,ccl4)",24,0,0
"1719","(vinorelbine,filgrastim)",11,0,0
"1720","(haloperidol,drd2)",5,0,1
"1721","(aldosterone,adrenocorticotropin)",26,0,0
"1722","(cisplatin,hsp90)",22,0,0
"1723","(il-2,tgfbeta)",9,0,0
"1724","(forskolin,cox-2)",12,0,0
"1725","(erythromycin,demethylase)",12,0,0
"1726","(rosiglitazone,pai-1)",11,0,0
"1727","(flavopiridol,mcl-1)",17,0,0
"1728","(oltipraz,nqo1)",5,0,0
"1729","(il-2,aicar)",6,0,0
"1730","(rapamycin,s6k1)",111,0,0
"1731","(rapamycin,s6k2)",15,0,0
"1732","(nadh,gapdh)",20,0,1
"1733","(phenylephrine,inositol)",56,0,0
"1734","(etoposide,mrp3)",14,1,0
"1735","(paclitaxel,raf-1)",31,0,0
"1736","(fluphenazine,calmodulin)",34,0,1
"1737","(il-2,apcs)",21,0,0
"1738","(sitagliptin,dpp-4)",86,0,1
"1739","(urokinase,mmp-9)",8,0,0
"1740","(hemin,neudesin)",10,0,0
"1741","(ru486,lhrh)",10,0,0
"1742","(resveratrol,cyp1a1)",35,0,0
"1743","(glimepiride,glut1)",5,0,0
"1744","(aprotinin,kallikrein)",243,0,0
"1745","(theophylline,cyp3a)",7,0,0
"1746","(docetaxel,cox-2)",13,0,0
"1747","(troglitazone,pparalpha)",9,0,0
"1748","(estrone,shbg)",31,0,0
"1749","(sulindac,ppargamma)",12,0,0
"1750","(nimesulide,pghs-2)",11,1,1
"1751","(halothane,reticulum)",61,0,0
"1752","(lidocaine,acyltransferase)",8,0,0
"1753","(calcitriol,pthrp)",7,0,0
"1754","(terfenadine,cyp3a)",20,0,0
"1755","(probucol,sr-bi)",21,0,0
"1756","(everolimus,mtor)",188,0,1
"1757","(hyaluronan,lyve-1)",68,0,0
"1758","(rosuvastatin,apoe)",8,0,0
"1759","(haloperidol,kallikrein)",6,0,0
"1760","(rosuvastatin,apob)",5,0,0
"1761","(dexamethasone,mcp-1)",32,0,0
"1762","(rapamycin,cdc25b)",6,0,0
"1763","(dipyridamole,ent1)",7,0,0
"1764","(vasopressin,nnos)",6,0,0
"1765","(fluvastatin,inos)",7,0,0
"1766","(gm-csf,tgf-alpha)",6,0,0
"1767","(il-2,perforin)",50,0,0
"1768","(benzphetamine,demethylase)",19,0,0
"1769","(desipramine,herg)",14,0,0
"1770","(creatine,agat)",51,0,0
"1771","(hemin,tlr4)",7,0,0
"1772","(etoposide,top2a)",5,1,1
"1773","(lopinavir,cyp3a)",12,0,0
"1774","(flurbiprofen,15-pgdh)",12,0,0
"1775","(eletriptan,cyp3a4)",6,0,0
"1776","(isoflurane,eaat3)",25,0,0
"1777","(atomoxetine,cyp2d6)",26,1,0
"1778","(il-2,cdk4)",5,0,0
"1779","(bambuterol,cholinesterase)",17,0,0
"1780","(atra,tgfbeta)",7,0,0
"1781","(creatine,mib-ck)",7,0,1
"1782","(primaquine,herg)",5,0,0
"1783","(triazolam,cyp3a)",20,0,0
"1784","(losartan,cx43)",9,0,0
"1785","(estradiol,gnrh)",469,0,0
"1786","(ciprofloxacin,cyp1a2)",7,0,0
"1787","(phenylephrine,phospholipase)",23,0,0
"1788","(resveratrol,pghs-1)",9,0,1
"1789","(troglitazone,nf-kappab)",10,0,0
"1790","(imatinib,m-csf)",15,0,0
"1791","(rapamycin,irs-1)",47,0,0
"1792","(flavopiridol,cdk9)",9,0,1
"1793","(imatinib,pdgfra)",43,0,1
"1794","(fentanyl,ml-1)",31,0,0
"1795","(propranolol,fmlp)",10,0,0
"1796","(flavopiridol,cdk2)",8,0,1
"1797","(levodopa,mao-b)",24,0,0
"1798","(estradiol,cftr)",7,0,0
"1799","(ng-monomethyl-l-arginine,il-1)",18,0,0
"1800","(mithramycin,calcitonin)",6,0,0
"1801","(tranilast,bfgf)",5,0,0
"1802","(candesartan,at1r)",21,0,1
"1803","(fluoxetine,s100b)",7,0,0
"1804","(genistein,hif-1alpha)",8,0,0
"1805","(gp120,dc-sign)",65,0,0
"1806","(pantoprazole,gastrin)",7,0,0
"1807","(rimonabant,cb1r)",17,0,0
"1808","(rosiglitazone,atgl)",10,0,0
"1809","(infliximab,cvid)",6,0,0
"1810","(sorafenib,c-raf)",14,1,1
"1811","(telithromycin,cyp3a4)",7,1,0
"1812","(gemfibrozil,ppar)",12,0,1
"1813","(edrophonium,cholinesterase)",29,0,1
"1814","(docetaxel,pc-3)",36,0,0
"1815","(ptk787,vegf)",10,0,0
"1816","(captopril,kininogen)",6,0,0
"1817","(methotrexate,il-1)",21,0,0
"1818","(l-citrulline,inos)",24,0,1
"1819","(aprepitant,cyp3a4)",14,1,0
"1820","(rosuvastatin,enos)",13,0,0
"1821","(il-2,jak3)",70,0,0
"1822","(estradiol,bcl-2)",32,0,0
"1823","(glcnac,udp-galnac)",13,0,0
"1824","(il-2,jak1)",38,0,0
"1825","(chloramphenicol,acyltransferase)",9,0,0
"1826","(estradiol,er-beta)",9,0,1
"1827","(il-2,inos)",17,0,0
"1828","(trastuzumab,pi3k)",16,0,0
"1829","(atra,aida)",9,0,0
"1830","(curcumin,cox-2)",100,0,0
"1831","(nimesulide,cyclooxygenase-2)",48,1,1
"1832","(curcumin,cox-1)",11,0,0
"1833","(ketanserin,5-ht2c)",8,0,0
"1834","(clomiphene,aromatase)",19,0,0
"1835","(rolipram,il-10)",11,0,0
"1836","(ketanserin,5-ht2a)",152,0,0
"1837","(testolactone,aromatase)",20,0,1
"1838","(clozapine,g-csf)",8,0,0
"1839","(metoprolol,cyp2d6)",78,1,0
"1840","(doxycycline,mmp-13)",5,0,0
"1841","(melatonin,hif-1)",9,0,0
"1842","(tetrahydrobiopterin,calmodulin)",9,0,0
"1843","(repaglinide,cyp2c8)",21,1,0
"1844","(tamoxifen,shbg)",27,0,0
"1845","(tranylcypromine,lsd1)",13,0,0
"1846","(rapamycin,survivin)",22,0,0
"1847","(albendazole,vegf)",7,0,0
"1848","(isoflurane,inos)",13,0,0
"1849","(atorvastatin,rac1)",5,0,0
"1850","(il-2,socs-3)",15,0,0
"1851","(arsenite,securin)",6,0,0
"1852","(melatonin,gpcr)",8,0,0
"1853","(fenofibrate,pai-1)",8,0,0
"1854","(curcumin,nfkappab)",43,0,0
"1855","(escitalopram,sert)",13,0,1
